SC5314	wt_no_dox_no_HS_Mean	wt_dox_no_HS_Mean	wt_dox_10_HS_Mean	wt_dox_30_HS_Mean	wt_dox_60_HS_Mean	tet90_no_dox_no_HS_Mean	tet90_dox_no_HS_Mean	tet90_dox_10_HS_Mean	tet90_dox_30_HS_Mean	tet90_dox_60_HS_Mean
C6_00430C_A	9.887220615	10.19311463	10.27496047	10.56827284	11.19414124	10.56541947	10.73103612	10.63178336	10.88493365	11.10197567
C4_03970W_A	0.415037499	1.222392421	2.938599455	3.50250034	0.415037499	0.415037499	0.415037499	2.662965013	0	2.502500341
C4_03990C_A	6.922832139	7.440177062	7.95419631	8.524868153	8.241585987	7.094517599	7.41221698	8.300733872	8.186526969	8.662965013
C6_01140C_A	7.752659401	8.17990909	8.087462841	9.22881869	10.1628109	8.447083226	8.857980995	9.124121312	9.468963381	10.30530178
C6_04110W_A	9.765976681	9.850186838	9.700439718	10.46862404	11.12131766	10.93049095	11.34355587	9.928271613	11.08967116	11.44397954
C6_04100W_A	11.96410016	11.76293564	11.51569984	11.37377145	11.41345164	12.64738347	12.81685033	11.16511636	12.1600815	11.09319746
C6_04080W_A	12.50672081	12.43896508	12.29366323	12.95564991	13.02525494	13.13912496	12.6588809	13.31018673	12.70145087	13.09874492
C6_04070C_A	4.969626351	4.196397213	5.63420602	6.672425342	5.101538026	5.653442239	4.969626351	5.815916935	5.029747344	5.727920455
C6_04060W_A	10.01215893	9.544964433	10.30340024	10.28540222	10.06339508	10.4314976	9.861086906	10.00234623	9.942514505	10.02974734
C6_04050W_A	8.266786541	7.785724906	9.019590728	8.978233771	8.639039174	8.700439718	8.115477217	8.490516649	8.363404731	8.347252251
C6_01150W_A	10.66237168	10.69464808	10.5526691	10.51898093	12.37322768	11.38424412	11.45532722	9.978710459	12.0664256	11.90851772
C6_04040C_A	11.45429929	12.15228484	11.89039096	12.24039384	12.9683668	12.20823436	12.78429403	11.97775693	12.5433541	12.98037763
C6_04030W_A	10.13613669	10.09539702	9.810036014	10.58308277	10.8273427	10.7053444	10.83341722	10.19393597	10.58464938	11.05143555
C2_06670C_A	9.445014846	9.221587121	9.203755832	9.374315005	11.93798677	10.00749454	9.956618159	8.995296067	10.83447105	11.69827058
C2_06680W_A	9.535275377	9.266786541	7.383704292	9.656424863	8.447083226	9.868308133	9.846012672	8.705056346	8.927777962	8.626925794
C2_06690C_A	8.09978612	8.075033392	8.26366044	8.93761903	9.447772028	8.624490865	8.924812504	8.405141463	9.551387841	9.139551352
C1_07670W_A	1.222392421	1.874469118	2.415037499	7.572384434	5.247927513	1.584962501	3.169925001	5.437405312	3.222392421	6.06608919
C1_07680W_A	9.103287808	8.445704636	8.906890596	9.488509653	9.279997414	8.95419631	8.251087854	9.507133914	8.169925001	9.701017605
C1_07690C_A	10.08480839	9.867793528	10.94958357	11.01866384	10.70448008	9.981567282	9.400167873	10.5552282	10.54946382	10.62570884
C6_01160W_A	7.6794801	7.4150375	8.300733872	9.36923381	9.561606175	8.285402219	8.23999624	9.383704292	8.458064783	10.19967234
C1_07700C_A	11.82773965	10.93295289	11.74357219	10.61777354	10.89834945	11.71724801	11.31514956	10.75711217	10.91612827	10.68123841
C1_07710C_A	13.02283014	12.51380983	11.18900087	11.72095674	10.27961058	12.95013058	12.23571509	11.86547553	10.51438531	10.41292263
C4_05530W_A	7.420662048	7.667702931	8.062495926	8.265224337	8.744833837	8.098032083	8.181566408	8.058893689	8.674780763	9.117210185
C4_05540W_A	12.12379809	12.24743308	12.7699067	12.1659538	10.29997115	11.24733418	12.61217739	12.48683502	12.86637742	9.758778418
C4_05550C_A	11.40850666	11.31665866	10.96650545	11.80587819	11.06384445	11.45909003	11.12174934	11.49118503	10.64385619	11.46267267
C4_05560C_A	7.541741972	7.956134114	7.238404739	11.08812569	9.382263758	7.206200388	8.68182404	9.28077077	8.191470532	11.83644491
C4_05570C_A	9.696967526	9.677719642	9.785724906	10.06564052	10.06698611	9.610409707	9.216745858	9.594946589	9.657020649	10.21188829
C4_05580C_A	1.874469118	1	1.874469118	2.662965013	0.736965594	0.736965594	2.874469118	1.584962501	0.736965594	0.415037499
C6_01170W_A	11.21107711	9.779719355	9.76763273	9.284631343	8.120669886	11.41450907	9.527477006	9.081261502	7.688833098	8.398031074
C4_05590W_A	10.13014151	10.80547519	12.39374796	13.13506795	11.22500655	10.50117372	10.46011455	12.2692241	11.09671515	11.54367631
C4_05600W_A	10.86779353	10.73160188	10.9539539	11.28944258	11.33222308	10.91662592	11.13142829	10.80116944	10.89001088	11.48599698
C4_05610C_A	10.89834945	11.82535634	11.37177664	12.13196411	12.27039267	11.49685378	12.28848161	11.34411094	11.69072554	12.06182119
C4_05620C_A	8.591210649	8.849665727	8.63420602	9.799281622	7.849665727	8.69580827	7.818049523	9.680652546	7.651051691	8.485158444
C4_05630W_A	11.48968074	11.51224664	11.71853288	12.24891586	11.8227036	11.66962328	11.47336753	12.28626896	11.39820926	12.20792945
C4_05640C_A	9.848101264	9.830779268	8.732450113	9.724513853	9.06698611	9.832890014	9.761551232	9.882643049	8.740342954	9.586839788
C6_01180C_A	12.93872196	13.53810808	15.1310933	16.74277871	16.02375435	12.65597786	13.14667474	16.35359484	14.5224998	16.76547172
C4_05650W_A	10.53527538	9.658806531	9.451211112	10.20130713	8.873444113	10.60053242	9.58182825	9.866248611	8.502500341	9.64385619
C4_05660C_A	10.05120894	9.799821249	10.26522434	10.8864587	10.53527538	9.906389573	9.515699838	10.47775827	9.677132345	10.84261225
C4_05670W_A	12.56407008	13.1524433	12.99759115	13.51578196	13.17902786	12.63064633	12.87856187	13.62315752	13.09352761	13.4760289
C4_05680W_A	11.67213064	11.13805843	10.46964182	10.29691621	10.33278251	10.90563771	10.12110177	9.506472886	10.02513956	10.37213954
C4_05690W_A	12.68832317	12.83223074	12.5732527	13.80641536	14.08914699	12.6235005	12.65030383	13.76890797	12.64205169	14.76602846
C4_05700W_A	6.849665726	6.442943496	5.544320516	6.981091537	5.614709844	7.14974712	7.176588732	6.215937399	5.89077093	6.058893689
C4_05720W_A	1.736965594	3.50250034	3.36923381	4.584962501	2.807354922	3.807354922	3.058893689	3.807354922	2.874469118	2.736965594
C4_05730W_A	8.509115185	8.254241287	5.448460501	7.125843933	6.705056346	9.892795766	9.430452552	6.513069582	6.544320516	6.866248612
C4_05740C_A	10.85356948	10.66444728	11.25443815	11.633298	10.57585435	11.03273453	10.70707149	11.07992917	10.29347165	10.86444411
C4_05750C_A	9.49918151	8.949340382	9.770388596	10.09934781	9.059795092	9.477758266	8.665335917	10.13357037	8.558420713	9.044394119
C4_05760W_A	10.50878516	9.965303306	10.70101761	10.85824008	10.64295422	10.31854281	9.553309299	10.59058705	9.986790143	10.95201316
C4_05770C_A	7.21916852	7.612254193	8.449836462	9.038004444	8.42905797	7.026062296	6.442943496	8.489178962	7.592457037	8.689997971
C4_05780C_A	4.718818247	4.564784619	4.058893689	5.333900736	2.502500341	5.718818248	4.89077093	4.564784619	4.297680549	3.700439718
C4_05790W_A	9.892289823	9.539805035	10.74202867	11.37322768	11.08790478	9.780813135	9.524215203	10.94373578	9.898853277	11.58699612
C4_05800C_A	6.564784619	7.257387843	7.251087854	8.873444113	7.176588732	5.89077093	6.108524457	8.578687175	6.26052755	7.528779666
C4_05810W_A	11.17617315	11.49268775	11.28540222	12.01425299	12.79265475	11.6323894	11.75042785	12.16804527	11.81231103	12.26111549
C4_05820W_A	9.560969645	9.379378367	9.252665432	10.54174197	9.788446459	9.476408692	9.698125852	10.94617524	9.559695742	10.23720996
C4_05830W_A	3.938599455	3.169925001	4.2730184939999996	5.763765653	2.584962501	2.115477217	2.115477217	5.345774837	2.321928095	2.662965013
C4_05840W_A	6.50779464	6.969626351	7.312882955	8.718818247	6.700439718	7.058893689	7.564784619	7.828665428	6.415037499	7.569855608
C4_05850C_A	10.5137276	10.56287839	9.05166212	9.979186989	9.172427509	10.6159361	10.60455323	9.516356654	9.54045097	8.599912842
C4_05860W_A	9.235216462	8.99906044	9.011227255	9.434628228	9.390168956	9.034340455	9.039832955	9.42905797	9.223197272	9.324180547
C4_05870C_A	4	3.321928095	2.938599455	4.807354922	2.736965594	4.115477217	4.502500341	4.392317423	3	3.459431619
C4_05880W_A	8.024216237	9.761551232	6.922832139	8.60856286	7.855906667	7.582455645	9.25502857	7.721099189	6.988684687	9.384424021
C4_05890W_A	8.423466121	8.317412614	8.201307127	9.645658432	8.583709618	8.23999624	8.379378367	9.420662048	8	8.744833837
C4_05900C_A	11.23860377	11.67478076	11.44794418	11.98370619	12.10405267	11.13142829	11.68766728	11.88085895	12.19516712	12.2944293
C5_04100W_A	10.64835758	10.57364719	10.69783636	11.39517708	10.91513245	10.81911464	11.08945048	11.27010062	10.51602828	10.93049095
C5_04090C_A	11.95213454	11.26893181	12.72735325	13.90432101	13.20737027	11.77574744	11.32624221	14.14231983	12.32249154	13.37431501
C5_04080C_A	8.995296067	8.559695742	9.489178962	10.35608511	10.09363764	8.989631027	8.891783703	10.3068212	8.535275377	10.89809748
C5_04070C_A	9.161551821	8.95419631	9.657020649	9.545608062	9.161551821	9.182394353	8.787902559	9.813246761	9.255815423	9.173260714
C5_04060C_A	9.631783357	9.426963566	10.42626475	11.57632687	10.01587961	9.654636029	9.575539247	10.70649602	9.675957033	10.60733031
C5_04050W_A	9.52160044	10.55362929	9.909893084	11.83262634	12.10787091	10.145083	11.12541347	10.72593425	10.83262634	12.38882454
C5_04040C_A	1.874469118	1.584962501	3.874469118	3.115477217	2.115477217	1.415037499	0.736965594	2.321928095	2.321928095	2
C5_04030W_A	8.928765095	6.709658249	8.557144557	8.400879436	9.173260714	8.268347055	8.158188894	8.564784619	9.009362103	9.330916878
C3_00810C_A	8.968666793	9.198035708	7.614709844	10.3018772	8.227214805	8.657020649	9.932706887	9.007494537	8.797661526	9.188176706
C3_00820W_A	10.57616938	11.34337081	10.82097669	11.25463498	10.4419067	10.78327111	11.07324898	10.69058006	10.62783783	10.71995917
C4_05300W_A	10.25187686	11.89557528	11.50647289	11.10088131	12.38720958	11.16950749	12.35103123	10.94446805	12.78306644	11.47573343
C4_05290W_A	11.5242152	11.01912736	11.40531877	11.55650605	10.84784036	11.13314221	10.77286438	11.48196757	10.54109662	10.87472526
C2_06640C_A	13.48015907	13.02011184	13.00340079	12.71209705	11.1659538	13.35443306	13.77351701	12.56708462	12.37440558	10.91463428
C2_06650C_A	8.462161412	7.567322342	8.318919345	9.344295908	8.979186989	8.711953706	8.188176706	9.143808349	7.845490051	9.543676312
C4_03810W_A	8	8.97441459	7.920849053	9.686500527	9.595568307	8.347252251	9.132713922	8.673603533	8.383704292	10.19023623
C4_03800C_A	10.51766939	9.805206456	10.52225458	10.44466983	9.900866808	10.4556697	9.576169382	10.28809705	9.661778098	10.07146236
C4_03790W_A	10.53495129	10.5526691	11.00117359	11.85849911	11.37919784	10.43393312	10.47336753	11.70404772	10.62174665	11.89809748
C6_01190C_A	8.962896005	9.244760234	9.109395386	10.66237168	10.53980504	9.584336195	10.04984855	9.814849459	9.324930583	11.25836974
C4_03780C_A	10.57742883	9.756000264	9.7543308	10.62083075	9.497851837	10.12325923	9.629963687	10.92307983	8.883661542	9.524868154
C4_03770W_A	8.437405312	7.884679316	7.653442238	9.001877287	8.198035708	8.078595603	8.255815423	9.174925683	7.641449692	8.721099189
C4_03760W_A	3.544320517	2.874469118	4.297680549	5.437405312	4	3.36923381	2.584962501	5.380821784	4.115477217	4.115477217
C4_03750C_A	9.451211112	8.82336724	8.927777962	9.567956075	7.173260714	9.322679303	8.445704636	9.700439718	8.022367813	6.386581053
C4_03740W_A	9.92530717	8.933690655	9.517669388	10.29768055	9.551387841	9.982042869	8.995296067	9.973458212	8.659401334	9.878050913
C4_03730C_A	9.464886049	8.688833099	8.864186145	9.662371677	8.388017285	9.334645738	8.089229767	9.4325419	7.442943496	8.271463028
C4_03720C_A	10.68387187	11.2405926	5.849665727	9.197216693	8.129283017	10.50514992	10.76127419	7.559695742	8.518325308	9.100662339
C4_03710C_A	4.544320516	6.63420602	3.584962501	7.670066069	9.681238412	4.718818247	8.631783358	5.736965594	7.306821202	10.28694274
C4_03700W_A	10.99764995	10.54721588	9.860569718	10.18900087	10.44225238	10.79360331	10.51109374	10.10895999	9.245552706	10.67625095
C4_03690C_A	8.339850003	8.729054203	8.960001932	9.101538026	9.887220615	8.79224803	9.33315535	9.580572641	9.651649699	9.794957317
C6_01200W_A	7.153129759	7.129283017	6.906890596	7.996238081	8.46760555	7.872418378	7.677132345	7.389452089	7.040746343	9.047123912
C4_03680C_A	8.769286881	8.617161323	9.170759653	9.601770788	8.612254192	8.269905883	7.592457037	9.007494537	7.809500194	8.973458213
C4_03670W_A	9.307580316	9.334645738	10.22400167	10.66029308	9.557782776	9.337621902	8.573647187	10.07770588	8.915879379	10.05708919
C6_01210W_A	10.81858218	11.11178774	10.31250484	10.06114614	10.25856603	11.35828489	11.51389205	10.45703881	11.24733418	9.754887502
C4_03620C_A	7.582455645	7.41221698	6.62935662	7.845490051	6.658211483	7.491853096	7.732450113	7.318919345	6.403722186	7.46760555
C4_03600C_A	8.845490051	10.91463428	9.269905882	9.057991723	8.872418378	9.114609952	9.812177306	8.807354922	10.00655985	8.63420602
C4_03590C_A	10.67330908	11.06833044	10.55426907	11.56367296	11.55794229	10.89405985	11.47150587	11.145083	10.80439995	11.86560441
C4_03580W_A	8.687667284	7.888743249	8.640244936	9.178249866	8.992466327	8.468963381	7.89077093	9.040746342	8.212699025	9.021442712
C6_01220C_A	11.23441829	11.33203655	11.28790473	11.49135207	12.1411492	11.55762325	11.33743607	11.72266525	11.21714992	12.34780589
C4_03570W_A	3.222392421	3.700439718	6.080373417	12.78265701	10.41115786	5.333900736	5.073248982	10.9677066	6.589963182	10.74371243
C4_03560W_A	10.10110025	10.20008121	10.64505793	10.91836636	10.86367007	10.39303287	10.40868356	10.74763356	10.69435789	11.00819516
C4_03550W_A	9.609794354	9.653442239	10.43323768	11.32155234	10.57017195	9.826018766	9.819646897	10.87216183	9.810036014	10.65731845
C4_03540C_A	7.674780763	8.299208018	7.22881869	9.211077108	8.144658243	7.003752134	8.582455645	8.598672881	7.787902559	8.252665432
C4_03530W_A	8.026062297	7.589963182	7.21916852	6.918863237	5.533978572	9.251087854	8.893807119	6.437405312	6.798741791	5.691161905
C4_03520C_A	7.269905882	7.445704635	6.426264755	8.344295908	6.22881869	6.169925001	6.658211483	7.257387843	6.431845787	6.409390936
C6_01250W_A	6.309855263	6.339850003	5.129283017	6.073248982	6.022367813	6.254241287	7.251087854	5.700439718	6.303780748	6.898853276
C7_03460W_A	3.662965013	4.392317423	4.2730184939999996	5.309855263	6.351675438	5.087462841	7.386581053	5.169925001	7.026062296	6.491853096
C7_03450C_A	9.279223644	10.24436384	10.14253257	11.15165083	12.12917567	9.858499111	11.08525114	11.169925	11.28250931	12.1806344
C7_03440W_A	8.619608643	9.136136688	8.246344743	8.964822167	10.04074634	9.128424014	9.370687407	8.840253402	9.367778747	9.828136484
C7_03420C_A	8.41080465	8.588714636	8.05166212	8.490516649	8.359017413	8.868308133	8.788990155	8.928765095	8.247927513	8.181566408
C7_03410C_A	9.01402047	9.112873857	7.73470962	7.994353437	8.45532722	9.524868154	9.473029222	7.279223644	8.732450113	7.851749041
C7_03400C_A	11.027906	9.741466986	10.357552	10.97130404	10.9403136	11.60115174	10.35498395	10.60269887	9.764871591	11.36777875
C7_03390C_A	11.85499821	11.90889295	12.18900087	13.27980401	13.15539802	12.35938353	12.58261245	13.51121731	12.61440312	13.671209320000001
C7_03380W_A	8.872418378	8.674780763	8.571120575	9.251876859	9.26366044	9.426264755	9.391601623	9.48112669	9.417149276	9.450523951
C7_03370C_A	10.50911518	11.07391839	10.43497566	11.48733762	12.11091825	11.25305956	11.52486815	11.25522532	11.58652708	12.59642273
C7_03360W_A	11.77011325	12.05086896	10.96698603	12.79644526	12.79874179	12.55210869	13.87184108	11.96458154	13.11656057	13.45369933
C6_01260W_A	6.672425342	6.672425342	5.403722186	6.209453366	6.169925001	6.327926835	7.437405312	5.736965594	6.345774837	7.014950341
C7_03350C_A	10.27806221	10.15608308	9.591210648	12.2647358	11.60733031	10.08480839	12.31826034	12.00947875	10.66651991	12.79813424
C7_03340C_A	8.027905997	8.42905797	8.007494536	9.343555875	8.706208199	8.471675214	8.670066069	8.894817763	8.011227255	9.495188809
C7_03330C_A	13.29729843	13.00626763	12.34882035	12.90337978	12.03089699	13.45823571	13.71828313	12.92814822	12.89235308	11.64310459
C7_03320C_A	9.95419631	10.1382718	10.59929299	11.10372492	11.22400167	10.50250034	10.25502857	10.62996369	10.45669665	11.57096252
C7_03310W_A	5.142957954	3.938599455	4.604862058	5.554588852	5.772589504	4.736965594	6.136136688	5.029747344	5.235216462	6.080373417
C7_03300C_A	7.279223644	7.199672345	7.46760555	7.969626351	7.577428828	8.078595603	7.619608644	7.033423002	8.215937399	7.864186145
C2_08350C_A	1.415037499	1.415037499	1.415037499	4.68182404	2	1.736965594	1.415037499	3.459431619	1.874469118	4
C2_08340C_A	2	2.938599455	2.662965013	5.992466327	4.297680549	1.415037499	3.50250034	4.841302254	4.029747343	5.754887502
C6_01280W_A	9.939089418	10.25069319	9.763765653	10.58902687	11.47116713	10.47640869	10.55362929	10.57490884	10.46726589	11.86134543
C2_08330W_A	6.87036472	6.759333407	7.222392421	9.267567009	9.840777924	7.193114628	8.459431619	8.207827794	8.764871591	10.36121274
C2_08320C_A	7.62935662	6.832890014	7.549463819	7.098032083	7.423466122	7.910892526	6.807354922	6.763765654	7.007494537	7.64625868
C2_08310W_A	10.40868356	10.61133224	9.132713922	9.620219826	8.049848549	10.86599096	10.95613411	9.566054038	9.223197272	7.752659401
C2_08300C_A	8.350202549	11.27922364	7.841302254	6.115477217	6.574908836	9.915879379	11.58339623	5.727920455	9.963377787	5.691161905
C2_08290C_A	12.64160022	15.44682484	11.95722299	10.1348541	10.77643303	14.0690581	15.72957649	9.833417219	14.21138136	10.05030216
C2_09970C_A	11.73470962	11.65448686	11.92444139	11.72508218	12.37820453	11.91836636	11.57601187	11.83196694	11.81551672	12.60262155
C2_09960W_A	8.407975836	8.775884583	6.946418959	9.097154264	9.321176496	8.898853276	9.703326842	8.220781371	9.006559846	9.236811481
C2_09950W_A	12.64175072	12.84640451	12.76832219	11.77862475	11.82177398	12.27767486	11.88034881	11.32811389	11.58041561	12.17398937
C2_09940W_A	13.59494659	13.27442669	14.17211493	13.88187871	13.50067593	13.47539568	14.53470817	13.80399654	14.10642662	12.98767852
C2_09930W_A	10.11721019	9.694067636	10.75070699	12.21330677	11.47556457	10.2423802	10.24871825	11.79102719	10.00187729	12.32023645
C6_01290C_A	8.682994584	8.841302254	7.981091538	8.927777962	8.731319031	8.651051691	9.631783357	8.193114629	8.422064766	9.389452089
C2_09920W_A	7.266786541	6.202940059	6.658211483	7.914883386	7.50250034	7.74819285	7.105035471	7.707359132	5.898853277	7.969626351
C2_09910C_A	8.519636253	8.68182404	8.81164228	9.614096323	9.872418378	9.024216238	9.242380204	9.612868497	9.296916207	10.20375583
C2_09900C_A	11.94178124	10.78980531	11.06833044	10.69551831	10.05573434	11.9093931	11.20008121	11.01889562	10.19885426	9.518325308
C2_09890W_A	9.269126679	7.369233809	9.081261502	9.999060439	8.861086906	9.211077108	7.855906667	9.637228638	7.451211112	9.382984205
C2_09880C_A	7.146356531	5.68182404	5.94641896	7.014950341	6.50779464	5.029747344	5.930737338	6.058893689	5.772589504	8.708509148
C2_09870W_A	9.541096615	9.958552715	8.645057935	9.866763767	10.40194612	9.541096615	10.52160044	9.057991723	9.56414949	10.64985493
C2_09860C_A	6.022367813	7.658211483	6.14974712	9.255815423	8.743712427	7.090994532	8.005624549	8.046214555	7.552028612	9.267567009
C2_09850C_A	3.874469118	3.415037499	5.533978572	7.776981273	6.828665429	4.415037499	4.392317423	5.736965594	6.101538027	8.06608919
C2_09840W_A	7.557144556	7.874469118	6.763765654	7.872418378	8.419257965	7.965784285	8.026062297	7.602389572	7.491853096	8.814849458
C2_09830C_A	10.54753723	10.28848161	9.907391444	10.27185205	10.64385619	10.96265505	11.18198044	10.57679924	11.37286506	10.47539568
C2_09820W_A	7.136136688	9.021442712	10.22801697	9.421363578	11.16867212	9.458748363	10.54012804	9.739218046	11.78504371	10.47235238
C2_09810C_A	7.014950341	7.309855263	7.750427854	10.74090508	9.706208199	7.007494537	7.505149919	10.11634396	7.695808269	10.73837379
C6_01300W_A	8.60856286	9.477083637	9.303019632	10.13357037	10.16574449	9.247927513	9.496520937	9.856425529	9.745954377	11.03548645
