orf19.xxx	wt_no_dox_no_HS_Rep.A	wt_no_dox_no_HS_Rep.B	wt_no_dox_no_HS_Rep.C	wt_no_dox_no_HS_Mean	wt_dox_no_HS_Rep.A	wt_dox_no_HS_Rep.B	wt_dox_no_HS_Rep.C	wt_dox_no_HS_Mean	wt_dox_10_HS_Rep.A	wt_dox_10_HS_Rep.B	wt_dox_10_HS_Rep.C	wt_dox_10_HS_Mean	wt_dox_30_HS_Rep.A	wt_dox_30_HS_Rep.B	wt_dox_30_HS_Rep.C	wt_dox_30_HS_Mean	wt_dox_60_HS_Rep.A	wt_dox_60_HS_Rep.B	wt_dox_60_HS_Rep.C	wt_dox_60_HS_Mean	tet90_no_dox_no_HS_Rep.A	tet90_no_dox_no_HS_Rep.B	tet90_no_dox_no_HS_Rep.C	tet90_no_dox_no_HS_Mean	tet90_dox_no_HS_Rep.A	tet90_dox_no_HS_Rep.B	tet90_dox_no_HS_Rep.C	tet90_dox_no_HS_Mean	tet90_dox_10_HS_Rep.A	tet90_dox_10_HS_Rep.B	tet90_dox_10_HS_Rep.C	tet90_dox_10_HS_Mean	tet90_dox_30_HS_Rep.A	tet90_dox_30_HS_Rep.B	tet90_dox_30_HS_Rep.C	tet90_dox_30_HS_Mean	tet90_dox_60_HS_Rep.A	tet90_dox_60_HS_Rep.B	tet90_dox_60_HS_Rep.C	tet90_dox_60_HS_Mean
orf19.2143	11.47775827	11.53964351	11.79279029	11.60994822	9.601770788	10.73470962	10.69957245	10.43184579	11.58730873	10.87344411	10.64475759	11.09319746	11.29920802	11.44656641	11.05799172	11.27670602	10.90011206	10.71596199	10.88569637	10.8363134	12.00386923	12.38909352	11.72408746	12.06496726	10.30378075	11.30947635	10.29576893	10.71967402	10.3376219	11.11894107	10.59618976	10.72166886	9.45532722	9.758223215	9.330916878	9.526173169	11.66266838	11.32418055	11.19414124	11.40744481
orf19.2146	10.81217731	10.51963625	10.48784003	10.61409632	11.02513956	10.95419631	10.94544384	10.97537033	11.45069577	11.53527538	10.95855272	11.33632059	11.88302507	11.98797452	11.55554777	11.82031195	12.47370575	12.31514956	12.09539702	12.30301963	11.93516505	11.55985504	11.44346161	11.6617781	11.64069684	12.04405253	11.84666568	11.85317958	10.62388149	11.84509796	11.11958962	11.28424575	11.80413102	11.98013958	11.44397954	11.75961082	12.93516505	12.58214198	12.32614856	12.63624698
orf19.2149	9.977279923	9.306061689	9.714245518	9.691743519	10.92332749	9.816983623	10.32867493	10.42696357	10.14210706	10.53430288	10.12412131	10.27961058	12.03789009	12.1411492	11.43201985	11.90250074	11.76859788	11.51471405	11.52307183	11.60702201	10.75739001	10.35093918	10.5980525	10.57837269	10.99435344	10.92925841	10.96938652	10.96458154	10.78953364	11.74819285	11.22701419	11.30814939	11.22881869	11.11309098	10.70994538	11.0338818	12.41468524	11.99753235	11.8061468	12.0956168
orf19.215	9.766528909	8.787902559	9.548821908	9.424866117	9.22881869	9.405141463	9.477758266	9.374315005	9.28771238	10.67595703	10.25974326	10.18280815	9.929258409	10.05663772	9.942514505	9.977279923	11.16239133	10.43879185	10.61930296	10.77396337	9.908392621	9.342074668	9.37286506	9.565419468	10.03204573	10.1959873	9.965784285	10.06788247	9.047123912	10.40301202	9.483815777	9.758778418	9.826548487	10.1176431	9.909893084	9.956618159	10.78299821	10.6617781	10.2227949	10.57522408
orf19.2150	12.58801185	12.35480034	12.62433855	12.52723263	12.37313704	12.46224663	12.45327063	12.43010403	12.57978733	12.32446186	12.03617361	12.33045009	12.27466934	12.37095979	12.67397152	12.45009431	12.78810655	12.28569119	12.34928123	12.49218701	13.11829223	13.06507949	12.91419824	13.03508546	12.95000904	13.33622759	12.99134469	13.10317851	13.00070427	12.39204904	12.39097501	12.62433855	12.85272456	12.98406237	12.60037755	12.82104315	12.11926538	12.10427113	11.75154406	12.00140819
orf19.2151	10.97297979	10.46658634	10.73301532	10.73893668	11.98085361	11.03686045	11.45584091	11.54303182	11.34096276	11.17305246	10.87267488	11.14168142	12.3376219	12.42626475	12.0657527	12.28453495	13.06018928	12.70865284	13.02565867	12.93994645	11.59479112	11.25561875	11.52258153	11.46488605	12.00316651	11.80493767	12.24376903	12.02848167	11.80856203	12.10394343	11.72238064	11.88772834	12.19260105	12.0590064	12.06911406	12.10819772	13.94205626	13.44747072	13.49947221	13.64727103
orf19.2154	10.2644426	9.909893084	10.04848687	10.08170534	10.49585503	10.18611424	10.30378075	10.33427329	10.18735207	9.87036472	9.689997971	9.930737338	10.29347165	10.36850646	10.76238204	10.48984796	11.64520808	11.36796071	11.5943246	11.54077383	10.87498135	10.73809226	10.74903138	10.78871833	11.09275714	11.37666806	11.50828999	11.33613459	10.02652344	10.34318572	9.902375114	10.10285056	10.95710204	11.16113188	11.1176431	11.0812615	11.86186234	11.78422586	11.45429929	11.71066296
orf19.2156	8.442943496	7.839203788	8.317412614	8.222392421	8.820178962	8.189824559	8.682994584	8.588714636	8.888743249	8.906890596	8.618385502	8.810571635	9.977279923	10.10852446	10.30035256	10.1348541	10.32642949	9.995767151	10.0768156	10.13997762	9.129283017	8.832890014	9.008428622	8.995296067	9.525520809	9.438791853	9.828136484	9.607330314	9.328674927	9.71596199	9.285402219	9.456696651	9.59058705	9.569855608	9.599912842	9.586839788	10.46147945	10.41574177	10.1959873	10.36230915
orf19.2157	8.487840034	7.50779464	7.820178962	7.998120267	9.139551352	8.45532722	8.768184325	8.814849458	9.147204925	9.364134655	8.997179481	9.177419538	11.06002035	11.15291858	11.14274528	11.11915729	11.22701419	10.94544384	11.10656294	11.09759324	8.84862294	8.463524373	8.77478706	8.705056346	9.857980995	9.560332834	9.967226259	9.805206456	10.13185696	10.72451385	10.36303963	10.42731284	9.985841937	9.717676423	9.705632387	9.808964175	11.91811785	11.98121049	11.56224242	11.83196694
orf19.2158	10.23840474	10.35645197	10.54399845	10.38514339	9.074141463	9.971543554	9.729620744	9.639039173	10.09407769	8.768184325	7.912889336	9.204571144	7.451211112	7.714245518	8.005624549	7.741466986	7.033423002	7.366322214	6.22881869	6.950312876	9.995767151	10.34318572	9.379378367	9.959035949	9.052568051	10.14338321	9.294620749	9.576169382	8.344295908	7.607330314	7.515699838	7.872418378	8.060695932	8.707359132	7.554588852	8.184875343	6.882643049	7.693486957	5.977279923	7.014950341
orf19.216	9.843921051	8.994353437	9.436711542	9.46624644	9.616548844	9.611024797	9.812177306	9.682994584	9.620219826	10.04575966	9.945443836	9.881623837	10.18487534	10.14974712	10.09275714	10.14295795	10.06339508	9.936637939	9.951284715	9.984893107	9.912889336	9.519636253	9.741466986	9.733580309	9.569855608	9.733015322	9.631177056	9.64625868	10.08347933	10.21067134	10.05392588	10.1176431	9.14974712	9.016808288	9.057991723	9.07592477	10.4767462	10.23601419	10.24198315	10.3226793
orf19.2160	4.087462841	1	2.584962501	3.058893689	1.584962501	2.807354922	0	1.874469118	1	1.584962501	1.584962501	1.415037499	3.584962501	4.169925001	2.807354922	3.624490865	2	2.584962501	2	2.222392421	2.807354922	1.584962501	1.584962501	2.115477217	3	2.807354922	3	2.938599455	0	3.169925001	2	2.222392421	1	2.584962501	1.584962501	1.874469118	4.906890596	5.781359714	5	5.285402219
orf19.216.1	10.96650545	10.71853288	11.21006248	10.97894874	10.76321237	10.76071995	10.75070699	10.75822321	10.21310422	9.981567282	10.05528244	10.08657857	8.912889336	9.068778278	10.14974712	9.488509653	10.25974326	9.481799432	9.850186838	9.898853277	11.14974712	11.01820018	11.27670602	11.15207354	11.32923574	11.40673648	11.02236781	11.26209485	10.72962074	9.2644426	9.93516505	10.09978612	10.78299821	10.95927751	11.10328781	10.95443868	9.642051693	9.269126679	9.095397023	9.353881957
orf19.2163	11.06406908	10.60733031	10.67595703	10.7968508	11.88722062	11.23182118	11.41732512	11.53915881	11.49285462	11.10787091	10.69348696	11.13464023	11.21674586	11.28886607	11.14529533	11.21815957	12.0950673	11.91699905	11.44708323	11.84470576	12.01924322	11.47421294	11.64205169	11.73018706	12.28655776	12.50308035	12.32502431	12.37467726	10.06474276	10.84392105	10.3553511	10.45772287	12.4046094	12.23032072	11.68387187	12.13752487	12.43879185	12.62250945	11.73513288	12.31316648
orf19.2164.1	1	1	1	1	1	0	1	0.736965594	0	1	1.584962501	1	4.523561956	4.169925001	3.459431619	4.115477217	2.807354922	2.807354922	1.584962501	2.502500341	1	1	1.584962501	1.222392421	1	2	2	1.736965594	2.584962501	3.169925001	1.584962501	2.584962501	1	1	2.807354922	1.874469118	2	3	3.169925001	2.807354922
orf19.2165	9.495855027	8.727920455	8.909893084	9.083036035	9.405141463	8.971543554	8.960001932	9.1275645	9.17990909	8.832890014	9.375039431	9.14635653	11.34040649	11.09539702	11.57364719	11.34964983	10.89860139	11.44811631	10.77313921	11.07079181	10.18363538	10.12799432	9.962896005	10.0945176	10.4419067	10.22520744	10.04439412	10.24634474	10.84235034	10.45327063	11.36029843	10.93344478	10.30378075	10.3140167	11.08547246	10.61654884	11.49034951	11.44604941	11.18549492	11.38010026
orf19.2166	10.63390341	9.923327485	10.15987134	10.26990588	10.77971936	10.45943162	10.56700537	10.60825482	9.941047606	9.912889336	10.32642949	10.07280253	10.77643303	10.50581155	10.73555602	10.67742602	11.0409746	11.37937837	10.97010589	11.14146856	10.69174352	10.43567026	10.59339112	10.57742883	10.9794252	10.90388185	10.91438513	10.93295289	11.14529533	10.56700537	10.9822806	10.91811785	10.39767463	10.38478375	11.16804527	10.69899399	11.34318572	11.10000522	11.14210706	11.19905882
orf19.2167	11.00281502	11.09275714	11.47775827	11.20620039	8.396604781	10.05392588	9.804131021	9.578687175	10.90839262	9.890264277	9.984418459	10.33836499	10.66711154	10.62844554	10.63026713	10.64205169	9.933690655	9.804131021	9.607330314	9.787902559	11.41837972	11.87996608	10.92035286	11.45874836	9.527477006	10.60640521	9.422064766	9.957585762	10.26912668	10.00982862	9.779719355	10.033423	9.13442632	9.152284842	8.86727874	9.057089192	10.49785184	10.28540222	9.932214752	10.2569949
orf19.2168	5.044394119	3.459431619	3.700439718	4.247927513	5.832890014	4.087462841	4.857980995	5.101538026	4	5.087462841	4.169925001	4.502500341	7.276124405	7.022367813	7.276124405	7.196397213	6.087462841	5.906890596	5.882643049	5.961931959	5.491853096	5.247927513	4.95419631	5.247927513	6.209453366	6.357552005	6.845490051	6.497186541	5.426264755	5.584962501	5.459431619	5.491853096	5.285402219	5.754887502	6.321928095	5.849665727	6.22881869	7.076815597	6.599912842	6.677132344
orf19.2168.3	11.86108691	11.80170836	12.05222839	11.909018	11.43201985	11.68211676	11.38046107	11.50432245	11.62205182	10.92109709	11.27262978	11.30016187	11.32249154	11.31174832	11.92518352	11.54946382	12.29145852	11.96361862	11.7903485	12.03032228	12.30691611	12.42652685	12.1341054	12.29414207	12.04439412	12.44527356	11.81738343	12.12605912	12.35176744	11.5028318	11.78422586	11.92382266	12.06339508	11.91699905	12.03239017	12.00562455	11.13057056	11.54785851	11.00632608	11.24733418
orf19.2169	0	1.584962501	0	0.736965594	1	1	1	1	0	3.807354922	3.169925001	3	3.807354922	3.700439718	2.807354922	3.50250034	1	1	2	1.415037499	1	0	1.584962501	1	1.584962501	2.321928095	0	1.584962501	1.584962501	4	2	2.938599455	1.584962501	3	2.321928095	2.415037499	2.807354922	2.584962501	4	3.273018494
orf19.217	2.584962501	3.321928095	2	2.736965594	2.584962501	3.321928095	1.584962501	2.662965013	2.584962501	3.169925001	2.807354922	2.874469118	4.64385619	4.392317423	3.459431619	4.247927513	3.584962501	3.169925001	3.321928095	3.36923381	3.807354922	3.700439718	2.807354922	3.50250034	3.906890596	4	3.169925001	3.736965594	2	4.392317423	3.906890596	3.736965594	2.584962501	3	3.321928095	3	5.044394119	3.584962501	4.857980995	4.624490865
orf19.2170	12.49610478	12.33399388	12.73407449	12.53081272	11.43514934	11.95455985	11.75447	11.73032861	10.6617781	10.72195361	10.59618976	10.66088727	11.29059489	11.33427329	11.17367714	11.26776206	12.52380696	11.82376528	11.95564991	12.13421238	13.04899765	13.15228484	12.29203399	12.87868958	12.38828642	13.01785233	12.01052811	12.53308634	10.9432474	11.11178774	10.54206454	10.88493365	11.57742883	11.39499851	11.2644426	11.41802827	12.75217155	12.24881706	11.85174904	12.33147682
orf19.2172	9.794415866	8.754887502	9.113742166	9.286942737	11.39446269	9.932214752	10.4807902	10.73075316	10.08347933	10.1382718	10.80413102	10.38082178	11.70994538	11.60408986	12.6794801	12.08381171	13.35920049	13.25000227	13.42272182	13.34572864	10.93957921	10.36632221	10.9505559	10.77670718	12.47598669	11.81458247	12.24614677	12.20426546	11.9708249	11.12734954	11.86959384	11.70173964	12.66866342	12.26649376	13.3140167	12.81524985	12.86747181	12.86862967	12.62502386	12.79150208
orf19.2173	11.34872815	9.792790294	10.39339046	10.65582883	12.49160261	11.91214086	12.48431942	12.32033048	10.22037833	11.16302064	10.85174904	10.79603961	9.668884984	9.622051819	10.08480839	9.807354922	10.96289601	10.86418614	10.83051521	10.88696669	11.84784036	10.1959873	11.8372337	11.47133651	12.35204343	11.25679839	12.06035818	11.95927751	9.981567282	9.794415866	9.620219826	9.806281089	11.81578354	12.31882522	11.84235034	12.01146023	10.60825482	10.78708632	10.05392588	10.51537132
orf19.2174	9.095397023	8.252665432	8.511752654	8.664150952	9.885696373	9.310612782	9.721099189	9.658806531	9.019590728	9.187352073	9.152284842	9.121533517	9.649256178	9.888743249	10.00140819	9.853829352	10.31174832	10.16364968	10.29806257	10.25935096	9.831307244	9.038918989	9.689997971	9.559058368	10.30263892	9.951284715	10.30947635	10.19721669	9.525520809	9.705632387	9.54303182	9.59370235	9.831307244	9.674192268	9.712527	9.74090508	10.30263892	10.34429591	9.990103964	10.22078137
orf19.2175	10.95419631	9.842350343	10.23840474	10.41996018	12.09934781	11.16113188	11.76487159	11.72536626	10.67330908	10.35204343	10.57270023	10.53883559	10.24198315	10.2644426	11.29404631	10.6888331	9.888743249	10.11894107	10.85953479	10.35093918	10.99647349	10.54206454	11.54351522	11.08547246	10.97727992	10.69435789	11.37883671	11.04439412	10.92851838	10.43983088	11.04984855	10.82919418	10.78381676	10.92184094	11.59011917	11.14338321	9.951284715	10.07948478	10.27612441	10.10852446
orf19.2176	8.353146825	7.826548487	8.413627929	8.220781371	8.335390355	8.184875343	8.357552005	8.294620749	6.672425342	6.614709844	6.169925001	6.502500341	6.882643049	7.044394119	8.154818109	7.47843258	6.754887502	6.569855608	7	6.785724906	8.539158811	8.413627929	8.768184325	8.581200582	7.876516947	8.370687407	8.326429487	8.207827794	7.46760555	6.50779464	6.794415866	6.981091537	6.882643049	7.64385619	7.787902559	7.489178962	6.794415866	7.118941073	6.714245518	6.886712713
orf19.2177	7.169925001	6.339850003	6.942514505	6.857980995	6.845490051	6.523561956	6.845490051	6.745954377	4.857980995	5.426264755	4.64385619	5.014950341	4.906890596	5.523561956	6.321928095	5.700439718	5.285402219	5.129283017	5.129283017	5.183221824	6.988684687	7.076815597	7.011227255	7.026062296	6.727920455	6.988684687	6.918863237	6.882643049	6.06608919	5.129283017	5.321928095	5.564784619	5.523561956	6.539158811	6.108524457	6.115477217	5.169925001	5.584962501	4.906890596	5.247927513
orf19.2178	10.75154406	10.63934071	10.99293834	10.80224708	9.961449694	10.45738088	10.39553414	10.28771238	10.11894107	10.01820018	9.917372079	10.02051702	10.07012094	10.06877828	10.39767463	10.18735207	9.290018847	9.057991723	9.189824559	9.182394353	10.96361862	11.16050175	10.69435789	10.95201316	10.01959073	10.90463462	9.874981348	10.34207467	10.91438513	10.24317398	10.30149619	10.51963625	9.45532722	9.457380879	9.335390355	9.417149276	9.231221181	8.936637939	8.882643049	9.025139562
orf19.2178.1	6.942514505	6.672425342	7.129283017	6.926790153	7.247927513	7.055282436	6.672425342	7.011227255	7.06608919	6.62935662	6.569855608	6.772589503	7.266786541	7.700439718	8.124121312	7.739218046	8.426264755	7.894817763	8.262094845	8.211077108	7.6794801	7.409390936	7.8008999	7.639039173	8.344295908	8.194756854	8.169925001	8.238404739	8.28077077	7.592457037	7.787902559	7.916874684	8.113742166	7.888743249	8.396604781	8.148052821	8.625708843	8.409390936	8.370687407	8.473029222
orf19.2179	6.491853096	5.357552005	6.807354922	6.339850003	6.169925001	5.357552005	5.727920455	5.790076931	6.044394119	5.087462841	5.169925001	5.50250034	5.044394119	4.087462841	4.392317423	4.564784619	5.832890014	5.392317423	5.584962501	5.614709844	6.209453366	6.22881869	6.209453366	6.215937399	6.06608919	6.266786541	5.700439718	6.029747343	4.459431619	3.807354922	2.807354922	3.841302254	7.584962501	5.781359714	6.539158811	6.824428435	6.22881869	6.942514505	6.918863237	6.732450113
orf19.2179.2	15.19132915	15.20583142	15.55305925	15.32667525	14.83728299	15.1311335	15.0172869	15.00026414	14.54647249	13.14226664	12.92962828	13.73032861	10.71853288	10.78381676	12.73956967	11.74357219	12.0317012	11.11958962	11.75988818	11.68533283	15.46992794	15.47456153	15.41111372	15.45215542	14.98116588	15.22317213	14.68950666	14.98097258	14.28893815	10.98441846	12.05697634	13.09803208	14.10238584	14.35321576	13.99231879	14.15732062	9.984418459	9.038918989	10.17741954	9.812177306
orf19.218	1	1.584962501	1.584962501	1.415037499	1	2.321928095	2	1.874469118	3	0	2.321928095	2.222392421	3.807354922	4.169925001	2.584962501	3.662965013	1.584962501	2.321928095	2.584962501	2.222392421	1.584962501	0	1	1	0	0	0	0	3.807354922	4.459431619	3.169925001	3.906890596	1.584962501	1	0	1	1.584962501	1	2	1.584962501
orf19.2180	9.487840034	8.918863237	9.027905997	9.166581558	8.339850003	9.047123912	8.927777962	8.803054785	9.339850003	9.169925001	8.569855608	9.062495926	9.851749041	9.824958741	9.192292814	9.653442239	10.10590851	10.17242751	9.517669388	9.960484681	9.71596199	9.46760555	8.77478706	9.371413656	9.144658243	9.548821908	9.294620749	9.339107685	8.353146825	9.888743249	9.142107057	9.26052755	9.390168956	9.46760555	8.854868383	9.262094845	10.41785251	10.14210706	9.729620744	10.12369034
orf19.2181	5.523561956	5.129283017	5.321928095	5.333900736	4.584962501	4.857980995	5.044394119	4.841302254	5.392317423	5.129283017	4.857980995	5.142957954	5.584962501	5.459431619	5.129283017	5.403722186	5.672425342	5.95419631	5.129283017	5.624490865	5.523561956	5.357552005	4.459431619	5.183221824	5.087462841	5.392317423	4.754887502	5.101538026	3.700439718	5.392317423	5.087462841	4.89077093	5.554588852	5.357552005	4.700439718	5.247927513	5.906890596	5.930737338	4.857980995	5.64385619
orf19.2182	11.5028318	10.96434087	11.36577564	11.29519496	11.48984796	11.22701419	11.61792656	11.45395649	11.5844928	12.46071185	11.96506276	12.0482598	13.41930186	13.54206454	12.64001893	13.25197545	12.08381171	12.26912668	12.04165915	12.13496103	11.93110683	11.37449615	11.25148241	11.55042615	11.62067804	11.49685378	11.31004468	11.4814631	11.63344937	13.03806162	12.49460562	12.49843372	11.21127995	11.26620091	10.76570049	11.09781268	13.41005379	12.96253456	12.62502386	13.03525732
orf19.2183	13.66155544	13.52196843	14.01297365	13.74724892	12.42390377	13.16820201	13.2295699	12.98400301	13.65407656	13.07397416	12.95255926	13.26057655	13.14577297	13.20319504	13.13955135	13.1631255	12.70108982	12.43175875	12.50332886	12.54994507	13.84499992	14.00772811	13.43918158	13.78320289	12.66333572	13.22339841	12.38505349	12.80036068	13.08298061	13.24094036	12.96938652	13.10208506	12.34068465	12.57080444	12.0115767	12.32568023	12.76279726	12.56152662	12.28598011	12.54986487
orf19.2184	9.269126679	8.768184325	9.157346935	9.080373416	9.537218401	9.21916852	9.544964433	9.441560942	9.342074668	8.95419631	8.882643049	9.074141463	8.54689446	8.375039431	9.317412614	8.807354922	10.21067134	9.743151394	9.607330314	9.877539772	10.18611424	9.896332404	9.73978061	9.952741247	10.2467406	10.39016896	10.20823436	10.28386005	9.469641817	8.495855027	8.511752654	8.901872521	10.11894107	10.04712391	9.710806434	9.969626351	10.06474276	10.00422047	9.2644426	9.820710832
orf19.2185	10.71424552	10.74146699	11.21006248	10.90714104	9.092757141	9.791162889	9.946906274	9.655232553	10.24079133	8.665335917	8.876516947	9.441560942	9.939579214	10.09143539	9.977279923	10.00422047	7.820178962	7.592457037	7.741466986	7.721099189	11.14274528	11.52894242	10.81698362	11.19229281	8.988684687	9.915879379	8.997179481	9.369960791	9.955649908	9.442943496	9.276124405	9.588089957	6.357552005	7.761551232	6.781359714	7.090994532	8.77478706	8.744833837	8.46760555	8.668884984
orf19.2186	10.29806257	9.87958325	10.22400167	10.145083	10.70822173	10.25738784	10.38046107	10.46147945	10.37286506	10.07414146	9.784634846	10.09715426	10.47978026	10.60084211	10.50779464	10.53040634	10.99435344	10.55458885	10.56985561	10.72109919	11.05528244	10.82495874	10.77889848	10.89153058	11.2737956	11.29806257	10.92851838	11.17638096	10.58308277	10.3586512	10.07146236	10.35277912	10.87036472	10.82416321	10.357552	10.701884	11.1792871	10.87728413	10.6128685	10.90839262
orf19.2187	10.29691621	9.971543554	10.25856603	10.18280815	10.37503943	10.24911345	10.42626475	10.35204343	10.40514146	10.65015421	10.49485558	10.52029128	11.07012094	11.10721708	10.93884446	11.04051805	10.71510401	10.47370575	10.2632692	10.49585503	10.92925841	10.63390341	10.65999589	10.74735383	10.67065625	11.12863881	10.6183855	10.82469361	10.67860014	10.97584797	10.66444728	10.78026635	10.72706956	10.63390341	10.32305476	10.57143664	10.83920379	10.63026713	10.3858624	10.63026713
orf19.2190	9.556506055	8.413627929	8.523561956	8.928765095	10.22400167	9.862637358	10.20089861	10.10503547	9.994353437	10.80976813	9.885696373	10.29193809	11.45378506	11.5980525	10.81458247	11.32680397	11.71896091	11.65194861	11.53478921	11.63722864	10.68474862	9.366322214	10.32530546	10.22440371	10.47876962	10.88034881	10.72366094	10.70361524	9.202123824	11.52649924	10.62662165	10.73696559	10.65821148	10.97584797	10.31628153	10.67507492	12.23810614	11.8181827	11.49385545	11.88238831
orf19.2191	9.344295908	9.240791332	9.753216749	9.463524373	9.169925001	8.942514505	9.28077077	9.13784503	9.415741768	8.816983623	8.885696373	9.065191713	10.11243951	10.10983065	10.41679753	10.22037833	9.64385619	9.266786541	9.426264755	9.453956489	10.02513956	10.09407769	9.87958325	10.00234623	9.335390355	9.357552005	9.06608919	9.258958551	10.04848687	9.821773982	9.938109326	9.939089418	8.707359132	8.794415866	8.566054038	8.6923249	10.27612441	9.917372079	9.873444113	10.0338818
orf19.2191.1	9.136991112	8.854868383	9.465566405	9.174093439	8.430452552	8.813781191	8.62935662	8.632995197	8.839203788	8.139551352	8.400879436	8.489178962	9.35974956	9.430452552	10.44501485	9.835524112	8.661778098	8.344295908	8.577428828	8.533978572	9.361943774	9.434628228	9.897845456	9.584962501	8.988684687	9.139551352	8.46760555	8.892795766	10.09803208	8.977279923	10.12799432	9.823897935	8.224001674	8.46760555	8.854868383	8.539158811	9.022367813	8.84862294	8.531381461	8.814849458
orf19.2192	13.56033283	11.51619248	12.81778312	12.85519293	13.8864587	13.03960452	14.27328567	13.81928099	8.584962501	9.727920455	9.071462363	9.204571144	10.9505559	11.00351791	11.62616532	11.22741539	10.38694025	10.28655776	10.19475685	10.29155445	13.02997735	11.23182118	13.04354	12.64475759	13.42403503	12.46224663	13.55410915	13.22188916	12.09143539	11.20457114	11.7232343	11.7178192	9.871905238	10.40832974	11.16553514	10.58025857	10.6329952	11.02306125	10.27262978	10.67536902
orf19.2193	11.57127862	11.37503943	11.83959748	11.60794672	10.33539035	10.88874325	10.88187871	10.72422961	11.8004955	11.38154295	11.21856324	11.48817488	11.31684718	11.46199095	11.48179943	11.42206477	11.46147945	11.11374217	11.34207467	11.31288296	12.01820018	12.17430154	11.59011917	11.94800213	10.84549005	11.43775207	10.74399286	11.04279935	11.44035012	11.65776504	11.25797706	11.46130891	10.65731845	10.88340699	10.52845411	10.69725719	11.72494012	11.27670602	11.12541347	11.39874369
orf19.2194	9.753216749	9.262094845	9.48984796	9.515699838	9.71596199	9.787902559	9.948367232	9.820710832	10.12541347	10.40514146	10.19844504	10.24792751	10.79603961	10.78299821	10.63571812	10.74006181	10.96000193	10.68650053	10.79116289	10.81698362	10.05256805	9.776433032	9.902375114	9.914883386	10.07414146	9.992938336	9.962896005	10.01076119	10.31854281	10.65463603	10.16490693	10.39410537	10.07815081	10.15734694	10.02375435	10.08746284	11.56557814	10.99647349	11.13057056	11.25187686
orf19.2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
orf19.2196	9.779719355	9.247927513	9.616548844	9.564784619	9.016808288	9.523561956	9.562242424	9.388017285	10.62753388	8.430452552	8.686500527	9.606713646	9.758223215	9.726218159	10.5137276	10.04757838	9.328674927	9.321928095	8.810571635	9.173260714	9.831307244	9.398743692	9.828136484	9.6998616	10.33203655	10.63117706	10.16490693	10.38909352	10.73555602	9.394462695	10.14338321	10.19188173	10.46250227	9.214319121	9.118941073	9.737529037	9.35974956	9.874981348	8.965784285	9.448460501
orf19.2197	2.321928095	0	2	1.736965594	3.700439718	2	3.584962501	3.273018494	1	5.857980995	4.392317423	4.754887502	6.686500527	7.055282436	5.727920455	6.589963182	4.321928095	4.321928095	4.247927513	4.297680549	3.584962501	2	3.459431619	3.169925001	3.459431619	2.584962501	4	3.459431619	3.807354922	5.930737338	4.95419631	5.142957954	3.321928095	3.584962501	3.700439718	3.544320517	5.906890596	4.754887502	6.022367813	5.662965013
orf19.2198	9.754887502	9.596189756	10.23361968	9.887728338	9.09011242	9.303780748	9.424166289	9.279223644	10.01959073	9.968666793	9.894817763	9.961931959	10.19721669	10.27496047	10.18611424	10.21997517	10.94617524	10.45635442	10.39660478	10.62144141	10.13442632	10.21067134	9.727920455	10.03937604	10.01820018	10.32642949	9.505811554	9.988684687	10.64745843	10.05663772	9.828136484	10.21997517	10.17990909	9.978710459	9.843921051	10.00749454	10.80896417	10.64205169	10.04575966	10.53430288
orf19.2199	10.24792751	9.511752654	10.12799432	9.996708858	9.519636253	9.74819285	10.02097994	9.777529305	8.330916878	8.442943496	8.169925001	8.318919345	9.562242424	9.584962501	9.733015322	9.628749297	8.184875343	7.994353437	7.87036472	8.022367813	9.815383296	9.636624621	9.856425529	9.772589504	9.375039431	10.01122726	9.396604781	9.625708843	9.951284715	9.060695932	9.060695932	9.422064766	8.276124405	8.599912842	8.30833903	8.402301511	8.060695932	8.194756854	7.426264755	7.930737338
orf19.22	9.609178738	8.971543554	9.882643049	9.535923342	6.965784285	8.754887502	8.554588852	8.28077077	9.055282436	9.199672345	9.113742166	9.124121312	8.882643049	9.041659152	9.658211483	9.23441829	9.199672345	8.710806434	8.810571635	8.922832139	8.707359132	9.126704473	8.710806434	8.862120725	7.876516947	8.675957033	7.982993575	8.224001674	10.54496443	9.430452552	9.375039431	9.89077093	8.243173983	7.982993575	8.30833903	8.184875343	9.131856961	9.310612782	8.614709844	9.048032696
orf19.220	12.33678548	11.33985	11.67419227	11.84457501	12.90256354	12.39927792	12.69935556	12.68167766	10.70390357	9.933690655	9.837627933	10.21310422	7.515699838	7.523561956	10.00422047	8.860052345	10.53138146	10.2772874	10.93147623	10.60547952	13.53843146	12.7652861	13.26678654	13.22460468	14.54605039	14.03350904	14.42429753	14.35068601	10.56414949	7.409390936	7.339850003	9.265224337	12.50729912	12.54085453	12.97745882	12.69159814	10.68387187	10.25974326	10.59152235	10.52290841
