orf19.xxx	wt_no_dox_no_HS_Rep.A	wt_no_dox_no_HS_Rep.B	wt_no_dox_no_HS_Rep.C	wt_no_dox_no_HS_Mean	wt_dox_no_HS_Rep.A	wt_dox_no_HS_Rep.B	wt_dox_no_HS_Rep.C	wt_dox_no_HS_Mean	wt_dox_10_HS_Rep.A	wt_dox_10_HS_Rep.B	wt_dox_10_HS_Rep.C	wt_dox_10_HS_Mean	wt_dox_30_HS_Rep.A	wt_dox_30_HS_Rep.B	wt_dox_30_HS_Rep.C	wt_dox_30_HS_Mean	wt_dox_60_HS_Rep.A	wt_dox_60_HS_Rep.B	wt_dox_60_HS_Rep.C	wt_dox_60_HS_Mean	tet90_no_dox_no_HS_Rep.A	tet90_no_dox_no_HS_Rep.B	tet90_no_dox_no_HS_Rep.C	tet90_no_dox_no_HS_Mean	tet90_dox_no_HS_Rep.A	tet90_dox_no_HS_Rep.B	tet90_dox_no_HS_Rep.C	tet90_dox_no_HS_Mean	tet90_dox_10_HS_Rep.A	tet90_dox_10_HS_Rep.B	tet90_dox_10_HS_Rep.C	tet90_dox_10_HS_Mean	tet90_dox_30_HS_Rep.A	tet90_dox_30_HS_Rep.B	tet90_dox_30_HS_Rep.C	tet90_dox_30_HS_Mean	tet90_dox_60_HS_Rep.A	tet90_dox_60_HS_Rep.B	tet90_dox_60_HS_Rep.C	tet90_dox_60_HS_Mean
orf19.6132	10.80735492	10.40726776	10.98156728	10.75154406	11.03204573	10.72621816	10.97441459	10.91687468	10.36522885	10.08746284	10.48179943	10.32080055	10.14082977	10.20823436	11.69870467	10.8754934	10.60917874	10.25266543	11.00982862	10.65702065	10.72792045	10.52454172	11.4918531	10.97751844	11.08281434	11.13249973	11.25207404	11.15755747	11.73428623	10.31628153	11.6188443	11.34928123	10.81057163	10.92035286	12.01820018	11.35938353	10.66888498	10.6183855	10.56510208	10.61807956
orf19.6133	10.25620869	10.00982862	10.20945337	10.16239133	9.290018847	9.908392621	9.698704667	9.654636029	10.78708632	10.91363743	10.49685378	10.7428708	11.19229281	11.25738784	10.92925841	11.13314221	10.28424575	10.26209485	10.02652344	10.19557727	10.35314683	10.42731284	10.08081753	10.29462075	9.515699838	10.36084708	9.981567282	9.99341019	9.661778098	10.76404222	10.27262978	10.30149619	9.700439718	9.756556323	9.447083226	9.64084744	10.58965115	10.52061868	10.07280253	10.41186403
orf19.6134	10.87498135	10.34540525	10.59339112	10.62083075	10.92851838	10.72109919	10.96866679	10.87677272	11.09934781	11.31910758	11.19105921	11.20599683	11.78667803	11.83368075	11.63117706	11.75307743	12.13635034	11.98832965	12.22219114	12.11883295	10.87036472	10.55074679	10.90538701	10.78408951	10.99081308	10.90312868	11.05596023	10.9846558	11.17866485	11.70390357	11.3376219	11.42381625	11.29001885	11.50630758	11.37232095	11.39231742	12.46658634	11.90275194	12.23631323	12.22017676
orf19.6135	9.899356923	9.571752644	10.01122726	9.839203788	10.215533	9.961449694	10.21067134	10.13399841	9.903881846	9.710806434	9.709083813	9.777529305	10.07547915	10.15228484	10.43775207	10.23042079	9.881113961	9.632995197	9.703903573	9.743151394	10.20823436	9.847057346	10.41890673	10.1770042	9.878050913	10.01402047	10.09803208	9.999530297	10.65821148	10.14082977	10.30263892	10.38370429	9.303780748	9.257387843	9.216745858	9.259743264	9.903881846	9.905387005	9.68474862	9.834997677
orf19.6135.1	9.703903573	9.54689446	9.887220615	9.719388821	9.346513733	9.503825738	9.535275377	9.464205372	9.808964175	9.638435914	9.714245518	9.722238308	9.577428828	9.583082768	10.30263892	9.863153805	9.693486957	9.33315535	9.677719642	9.577428828	9.584962501	9.632995197	10.169925	9.821242505	9.497851837	9.786269628	9.581200582	9.626925794	10.57080444	9.885696373	10.42101286	10.3211765	9.463524373	9.631177056	9.813781191	9.643254942	9.813781191	9.665335917	9.698704667	9.727353246
orf19.6136	11.55937709	11.60871685	12.0871313	11.77203959	9.560332834	11.13699111	11.11504365	10.76625282	11.4278366	11.32642949	11.22400167	11.32848794	11.17617315	11.21977355	11.4278366	11.2788366	10.53915881	10.37829486	10.54592977	10.48984796	11.38909352	12.02548566	11.37177664	11.62890115	10.22881869	11.57742883	10.58965115	10.91612827	11.72152646	11.71896091	11.50432245	11.65179916	10.21916852	10.77807713	10.43671154	10.49652094	10.47876962	10.28077077	10.31854281	10.36194377
orf19.6137	9.640244936	9.537218401	10.06474276	9.765976681	8.076815597	8.62935662	8.86727874	8.560969645	9.413627929	8.689997971	8.985841937	9.060695932	10.37937837	10.37395266	10.37068741	10.37467726	9.184875343	9.344295908	9.417852515	9.318919345	9.411510988	10.01122726	9.573647187	9.688250309	8.45532722	9.471675214	8.957102042	9.020517017	10.2911707	9.97441459	9.921840937	10.07190922	8.189824559	8.463524373	8.30833903	8.324930583	9.805743872	9.799281622	9.605479518	9.73978061
orf19.6138	3.906890596	2.807354922	3.459431619	3.459431619	3.584962501	2.807354922	2.807354922	3.115477217	3.700439718	4.906890596	4	4.297680549	6.930737338	6.845490051	6.820178962	6.866248612	3.169925001	4.247927513	3.459431619	3.700439718	3.700439718	3	4.169925001	3.700439718	4.087462841	3.807354922	4.247927513	4.058893689	5.754887502	6.554588852	6.06608919	6.163230349	3.807354922	4.087462841	4	3.969626351	4.584962501	5.044394119	4.392317423	4.700439718
orf19.6139	6.794415866	5.426264755	5.930737338	6.163230349	7.483815777	6.64385619	7.54689446	7.279223644	7.475733431	8.092757141	7.74819285	7.794415866	8.794415866	8.924812504	8.539158811	8.761551232	7.864186145	7.62935662	7.988684687	7.834997677	5.832890014	5.426264755	7.044394119	6.273018494	7.055282436	7.539158811	7.651051691	7.437405312	7.930737338	8.243173983	7.845490051	8.016808288	7.375039431	7.754887502	7.658211483	7.604862058	7.686500527	8.016808288	8.055282436	7.928765095
orf19.6140	5.882643049	4.700439718	5.044394119	5.297680549	6.375039431	5.781359714	6.554588852	6.273018494	6.554588852	7.169925001	6.894817763	6.894817763	7.942514505	7.988684687	7.562242424	7.843397672	6.794415866	6.727920455	7.06608919	6.87036472	4.857980995	4.700439718	6.022367813	5.321928095	6.129283017	6.614709844	6.569855608	6.453956489	6.768184325	7.366322214	6.754887502	6.992466327	5.857980995	6.857980995	6.807354922	6.574908836	6.50779464	6.727920455	7.011227255	6.763765654
orf19.6141	8.233619677	8.108524457	8.503825738	8.291554446	6.857980995	7.62935662	7.383704292	7.324930583	7.14974712	7.108524457	6.768184325	7.018663845	7.918863237	8	8.13442632	8.020517018	6.339850003	6.108524457	6.930737338	6.502500341	7.076815597	7.977279923	7.599912842	7.597431853	6.50779464	7.636624621	7.21916852	7.193114628	7.523561956	7.118941073	6.832890014	7.186526969	5.700439718	6.303780748	6.189824559	6.087462841	6.62935662	6.906890596	6.807354922	6.785724906
orf19.6142	0	0	1	0.415037499	0	0	0	0	1	3.321928095	3.459431619	2.938599455	5.426264755	4.64385619	3.700439718	4.754887502	0	2	2.321928095	1.736965594	0	0	0	0	0	0	1	0.415037499	1.584962501	3.700439718	1.584962501	2.662965013	2	1.584962501	3.169925001	2.415037499	3.459431619	2.807354922	3.169925001	3.169925001
orf19.6143	6.942514505	6.686500527	6.569855608	6.741466986	7.693486957	6.845490051	7.055282436	7.244760235	6.614709844	6.832890014	6.614709844	6.691161904	9.531381461	9.573647187	9.627533884	9.578058139	6.392317423	6.539158811	6.977279923	6.658211483	6.781359714	6.475733431	6.942514505	6.745954377	7.276124405	7.434628228	8.103287808	7.651051691	8.164906927	9.060695932	8.515699838	8.628141719	6.209453366	6.129283017	6.906890596	6.459431619	7.375039431	8.361943774	7.839203788	7.914883386
orf19.6146	10.62753388	10.67771964	11.07948478	10.80950019	8.647458426	9.696967526	9.471675214	9.337621902	11.17617315	11.06406908	10.84313591	11.03434045	11.30492167	11.4419067	11.20945337	11.32192809	10.12541347	9.933690655	10.31854281	10.13442632	10.12670447	10.60917874	10.24198315	10.34096276	7.475733431	9.577428828	7.930737338	8.626925794	10.96938652	11.08414401	10.83605036	10.96674576	9.59058705	9.495855027	9.566054038	9.551387841	10.14847658	10.02928723	10.17866485	10.12023788
orf19.6147	10.78217919	10.75905594	10.90011206	10.8151164	10.70563239	10.55937709	10.74567432	10.67242534	10.77066389	10.46658634	10.07146236	10.46420537	11.03960452	11.23541594	11.28019079	11.18879487	11.35645197	10.90011206	10.8494051	11.05392588	10.70130646	10.68562484	10.78790256	10.72565028	10.64385619	10.8963324	10.71338651	10.75516577	10.9794252	11.03479896	10.68474862	10.9076418	10.99364606	10.92184094	10.47876962	10.8153833	11.29634268	11.24555271	10.74567432	11.11634396
orf19.6148	7.400879436	7.159871337	7.459431619	7.345774837	7.658211483	7.46760555	7.741466986	7.626925794	7.741466986	7.554588852	7.658211483	7.653442238	9.54303182	9.640244936	10.05799172	9.764871591	8.209453366	8.103287808	8.45532722	8.26366044	7.50779464	7.17990909	8.159871337	7.674780763	7.781359714	8.113742166	8.129283017	8.016808288	9.394462695	9.005624549	9.481799432	9.30833903	7.491853096	7.820178962	8.113742166	7.830779268	8.839203788	9.204571144	8.897845456	8.989631027
orf19.6151	10.66977089	10.44397954	10.73640193	10.62205182	10.71080643	10.52747701	10.60362634	10.6159361	10.6411486	10.2911707	10.2467406	10.40407714	11.32979634	11.44966454	11.84431346	11.55842071	11.1176431	10.76238204	10.83605036	10.91363743	10.72621816	10.66799854	10.94251451	10.78381676	10.63571812	10.90237511	10.81057163	10.78708632	11.76611476	11.268542	11.26502894	11.45309912	10.56033283	10.74735383	10.77807713	10.69841529	11.42888355	11.28250931	11.11504365	11.28115729
orf19.6152	9.361943774	9.240791332	9.668884984	9.435323	8.204571144	8.791162889	8.74819285	8.604862058	9.113742166	8.948367232	8.714245518	8.934673752	10.40087944	10.47065887	10.30606169	10.39410537	9.294620749	9.346513733	9.451211112	9.365593396	8.985841937	9.469641817	8.968666793	9.160711823	8.558420713	9.306061689	8.994353437	8.984893108	9.712527	10.30720081	9.789533645	9.961449694	8.103287808	8.409390936	7.982993575	8.176588732	9.936637939	9.751544059	9.539158811	9.751544059
orf19.6155	11.31288296	10.86727874	11.22881869	11.14890022	11.00281502	11.15734694	11.36249181	11.18177344	11.12023788	11.14402087	10.84313591	11.04211534	11.65821148	11.73301532	11.38262403	11.59898297	10.93884446	10.96506276	11.01122726	10.97202246	11.24198315	11.02375435	11.215533	11.16364968	11.09143539	11.24376903	11.32586758	11.22359953	10.89102419	11.63571812	11.30092449	11.30758032	10.17367714	10.50382574	10.16867212	10.29078685	11.70563239	11.29920802	11.38262403	11.47336753
orf19.6156	9.491853096	9.499845887	10.08746284	9.721099189	7.851749041	8.927777962	9.211888295	8.77148947	9.552669098	8.897845456	8.918863237	9.156504486	8.906890596	8.876516947	9.698704667	9.2135093	7.562242424	7.924812504	7.554588852	7.691161905	9.224001674	9.893301531	9.405141463	9.535923342	8.214319121	9.523561956	8.751544059	8.930737338	9.87036472	9.47370575	9.805743872	9.726785814	8.189824559	8.430452552	8.451211112	8.361943774	7.108524457	7.483815777	7.285402219	7.300733873
orf19.6160	11.90086681	11.29806257	11.49535539	11.58699612	12.56581611	12.02271457	12.24138736	12.29404631	11.99506047	12.64992976	11.9822806	12.24426472	12.8938703	13.04627141	12.33706434	12.78980531	13.18595944	13.30862345	12.85057755	13.1277257	12.55985504	12.06944977	11.81137469	12.18094514	12.96758653	13.20258301	13.26985719	13.15239048	11.17741954	13.04405253	11.97656412	12.26756701	12.8029202	12.88455213	12.26238852	12.67514845	12.91662592	13.15180936	12.11958962	12.7924514
orf19.6163	9.994353437	9.622051819	9.878050913	9.839728691	9.754887502	9.851749041	9.845490051	9.818049523	10.01820018	10.23720996	9.896332404	10.05754053	8.839203788	8.906890596	9.214319121	8.996238081	9.906890596	9.350939182	9.596189756	9.63602035	10.04439412	9.77807713	10.07012094	9.970105891	10.22641219	10.28655776	10.07547915	10.19885426	9.603626345	9.243173983	8.731319031	9.236014192	9.649256178	9.939579214	9.64385619	9.750986065	9.505811554	9.116343961	9.144658243	9.266786541
orf19.6164	2.321928095	1	1.584962501	1.736965594	0	1.584962501	1.584962501	1.222392421	1.584962501	2.807354922	2.321928095	2.321928095	4.169925001	3.906890596	2.584962501	3.700439718	0	1	0	0.415037499	1.584962501	0	1	1	0	1	0	0.415037499	2	3.807354922	2	2.874469118	0	1.584962501	1.584962501	1.222392421	0	1	1	0.736965594
orf19.6165	13.57565742	12.97602704	13.65217275	13.43132348	12.9242558	13.10263189	13.60952505	13.24218169	11.60594244	11.9199806	11.33259606	11.63949145	13.36098422	13.49247913	12.95945865	13.28824127	12.19997901	12.30178196	12.09308739	12.20079646	13.28250931	13.03497087	12.72494012	13.03198831	13.08414401	13.54496443	13.63185913	13.4395712	11.74062404	13.09523217	12.31938988	12.49218701	11.71853288	12.07012094	11.91326343	11.90776697	12.77334529	12.87421293	12.15418521	12.63382775
orf19.6166	9.126704473	9.036173613	9.169925001	9.112005025	8.654636029	9.124121312	8.73470962	8.852789571	9.64385619	9.631177056	9.501837185	9.59370235	10.06339508	10.19967234	10.2772874	10.18280815	9.884170519	9.659995892	9.392317423	9.659401334	9.535275377	9.436711542	9.303780748	9.428360173	8.703903573	9.519636253	8.8008999	9.056186097	9.415741768	9.939579214	9.392317423	9.605479518	9.550746785	9.515699838	9.233619677	9.440177062	9.422064766	9.616548844	9.121533517	9.400879436
orf19.6167	10.17492568	9.851749041	10.17492568	10.07503339	10.05528244	10.12799432	9.930737338	10.04028972	10.32080055	10.17990909	10.12670447	10.21148276	10.93147623	11.04234338	11.57506646	11.21127995	10.91513245	10.78135971	10.82257083	10.84077792	10.29806257	10.17617315	10.38046107	10.28732761	10.41045135	10.60825482	10.58590145	10.53754198	11.31458324	10.9708249	11.01332267	11.10787091	10.215533	10.35093918	10.43983088	10.33836499	11.21674586	11.21188829	10.86341196	11.10656294
orf19.6168	7.982993575	6.95419631	7.321928095	7.483815777	7.055282436	7.087462841	7.459431619	7.212699025	8.430452552	8.864186145	8.527477006	8.619608643	9.781359714	9.813781191	9.46760555	9.695808269	8.588714636	8.50779464	8.554588852	8.550746785	7.562242424	7.033423002	7.554588852	7.403722186	6.794415866	7.209453366	6.569855608	6.882643049	8.717676423	9.344295908	8.906890596	9.01402047	7.906890596	8.011227255	8.082149041	8.001877287	9.108524457	8.977279923	8.909893084	9.000938949
orf19.6169	3.459431619	2.584962501	3.459431619	3.222392421	1.584962501	2.807354922	1.584962501	2.115477217	1	1.584962501	1.584962501	1.415037499	3	2.584962501	3.906890596	3.273018494	2	2	2.321928095	2.115477217	1	3	2.321928095	2.321928095	1	3.459431619	3.459431619	3	2.584962501	2.584962501	2	2.415037499	1	2.807354922	3.169925001	2.584962501	2.584962501	2.584962501	2.321928095	2.502500341
orf19.6170	8.891783703	8.499845887	8.550746785	8.658211483	9.28771238	9.008428622	9.131856961	9.147204925	9.038918989	9.022367813	8.611024797	8.903881846	9.912889336	10.03479896	9.56414949	9.85070776	10.05392588	9.82336724	9.926295995	9.937619031	9.214319121	9.082149041	8.885696373	9.06698611	8.603626345	9.136991112	9.008428622	8.933690655	9.299208018	9.980139578	9.575539247	9.645658432	8.54689446	8.968666793	8.519636253	8.693486957	10.60177079	10.10852446	10.28886607	10.34762137
orf19.6171	11.78012962	11.36303963	11.61378946	11.59572369	11.75154406	11.56176526	11.74861218	11.68999797	11.5112585	11.50729912	11.07414146	11.37829486	12.20120501	12.23302043	11.94836723	12.13303515	12.0657527	11.90162116	11.96289601	11.97835296	11.93884446	11.71810471	11.76279726	11.80976813	11.68562484	11.88493365	11.91438513	11.83183503	10.89405985	12.01576349	11.41468524	11.51405649	11.55794229	11.7968508	11.49835061	11.62357671	12.60871685	12.38613194	12.08514046	12.37576349
orf19.6173	9.881113961	9.611024797	9.845490051	9.784089506	9.499845887	9.789533645	9.714245518	9.673014558	9.847057346	9.832890014	9.477758266	9.729054203	9.599912842	9.729620744	9.714245518	9.682409431	9.426264755	8.927777962	9.157346935	9.184875343	9.888743249	9.961449694	10.00982862	9.95419631	9.804131021	10.00842862	10.16741815	10.00093895	9.663558104	9.541096615	9.030667136	9.436711542	9.008428622	9.368506462	9.036173613	9.147204925	9.607330314	9.571752644	9.177419538	9.464886049
orf19.6175	9.871905238	9.918863237	10.32080055	10.05166212	8.22881869	9.184875343	9.100662339	8.897845456	10.01959073	9.335390355	9.047123912	9.526825235	9.28077077	9.457380879	9.400879436	9.381542951	8.447083226	8.290018847	8.550746785	8.433237678	10.08746284	10.46147945	10.01262454	10.20089861	8.434628228	9	8.487840034	8.664150952	8.960001932	9.01402047	8.592457037	8.86727874	8.098032083	8.54689446	7.832890014	8.189824559	8.87036472	8.54303182	8.370687407	8.609794354
orf19.6176	13.41098127	13.3472061	13.30221051	13.35415753	13.57281863	13.49548032	13.26502894	13.45026618	13.38734423	13.22188916	12.82515755	13.16354486	14.71660514	14.80180938	14.42927596	14.65783945	14.99982388	14.5512276	14.82122589	14.80239856	13.30520676	13.26312246	13.04439412	13.20869161	12.92146906	13.31684718	13.00386923	13.09099453	14.2948361	14.59770342	14.26282893	14.39318932	13.04200131	13.096221	12.80130419	12.9854269	15.87797904	15.1871974	15.46151142	15.53715772
orf19.6177	10.19105921	9.908392621	10.08746284	10.06698611	10.1959873	10.00982862	9.845490051	10.02421624	9.932214752	9.6794801	9.381542951	9.68182404	10.38909352	10.50481899	10.62662165	10.5101048	9.519636253	9.038918989	9.324180547	9.307580316	10.21916852	10.12670447	10.00281502	10.11894107	9.601770788	9.992938336	9.481799432	9.709083813	10.86263736	10.39981196	10.38262403	10.56605404	9.278449458	9.481799432	9.057991723	9.283088353	9.744833837	9.390168956	9.539158811	9.565419468
orf19.6178	9.202123824	8.262094845	9.041659152	8.889757446	9.921840937	9.292321633	9.797661526	9.695228291	8.511752654	8.939579214	9.033423002	8.845490051	10.83526092	10.91737208	10.89102419	10.88162384	9.782998209	9.126704473	10.02236781	9.691161905	9.447083226	8.797661526	9.505811554	9.283860054	10.06608919	9.63481105	10.4252159	10.07770588	10.10459875	10.03204573	9.845490051	9.998120267	9.756556323	9.511752654	10.169925	9.838678694	10.35093918	10.09539702	10.09011242	10.18404882
orf19.6179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
orf19.6180	10.47876962	10.09539702	10.22037833	10.2737956	11.12605912	10.66444728	10.87190524	10.89986039	10.58965115	10.58590145	10.16867212	10.46113834	10.84549005	10.95274125	10.65105169	10.82177398	10.52747701	10.21431912	10.09671515	10.2911707	10.68825031	10.25974326	10.47269084	10.48415156	10.41151099	10.51471405	10.21674586	10.38622177	10.08347933	10.87805091	10.23959853	10.4429435	10.15228484	10.18487534	9.6794801	10.02329232	10.94836723	10.66266838	10.27612441	10.65493432
orf19.6181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
orf19.6182	9.403012024	8.611024797	8.703903573	8.951284715	9.891783703	9.616548844	9.761551232	9.760997096	9.434628228	10.22400167	9.226412193	9.695228291	10.40301202	10.5980525	9.605479518	10.26170318	9.592457037	9.539158811	8.876516947	9.370687407	9.802516365	9.144658243	9.136991112	9.396604781	9.370687407	9.786269628	9.651051691	9.612868497	8.252665432	10.5849625	9.375039431	9.705632387	9.625708843	9.884170519	8.957102042	9.539158811	9.273795599	9.562242424	8.622051819	9.203755832
orf19.6183	10.03479896	9.939579214	10.25856603	10.08392248	9.457380879	9.99859043	9.804131021	9.770388596	9.573647187	9.294620749	9.113742166	9.339850003	9.813781191	9.965784285	10.18115226	9.994824828	9.266786541	8.997179481	9.28077077	9.187352073	10.03891899	10.09539702	10.00982862	10.04848687	9.659995892	10.13699111	9.62388149	9.826548487	10.30606169	10.169925	10.44708323	10.31212663	9.2644426	9.620219826	9.269126679	9.394462695	9.688250309	9.428360173	9.539158811	9.55586727
orf19.6184	8.13442632	7.74819285	7.864186145	7.924812504	8.321928095	8.038918989	7.894817763	8.096275911	7.781359714	8.082149041	7.707359132	7.866248611	8.527477006	8.388017285	8.189824559	8.375039431	7.451211112	7.321928095	7.199672345	7.327926836	8.199672345	7.876516947	7.857980995	7.986790143	7.741466986	7.948367232	7.531381461	7.750427854	7.87036472	8.991521846	8.396604781	8.491853096	7.247927513	7.491853096	7.139551352	7.300733873	7.665335917	7.721099189	7.483815777	7.626925794
orf19.6185	3.700439718	3.584962501	3.169925001	3.50250034	3.807354922	3.584962501	4	3.807354922	4.392317423	4.807354922	3.584962501	4.345774837	5.459431619	5.087462841	3.584962501	4.906890596	3.584962501	4.247927513	3.584962501	3.841302254	4.169925001	3.906890596	3.321928095	3.841302254	2.807354922	3.700439718	4.169925001	3.662965013	3.700439718	5.491853096	3.700439718	4.564784619	3	3.584962501	2.584962501	3.115477217	4.584962501	4	3.321928095	4.058893689
orf19.6186	8.317412614	8.022367813	7.994353437	8.118941073	7.807354922	8.276124405	8.005624549	8.042571384	9.189824559	9.815383296	8.909893084	9.356085106	9.862637358	9.952741247	8.957102042	9.655232553	8.696967526	8.724513853	8.252665432	8.573647187	8.754887502	8.479780264	7.832890014	8.405141463	7.554588852	8.271463028	7.761551232	7.894817763	7.826548487	10.07146236	8.921840937	9.21916852	8.016808288	8.271463028	7.285402219	7.914883386	9.105908509	8.876516947	8.487840034	8.845490051
orf19.6187	9.829722735	9.147204925	9.238404739	9.438098749	10.03204573	9.93516505	9.955649908	9.97489254	10.08347933	10.20457114	9.326429487	9.920352855	10.66444728	10.73809226	9.77807713	10.45429929	9.361943774	9.461479447	8.909893084	9.26366044	10.10066234	9.539158811	9.011227255	9.618385502	9.002815016	9.902375114	9.324180547	9.458748363	8.787902559	10.67595703	9.586839788	9.890264277	8.909893084	9.348728154	8.417852515	8.941536739	9.984418459	9.77478706	9.199672345	9.689415653
orf19.6188	1.584962501	1.584962501	0	1.222392421	0	0	0	0	0	0	1	0.415037499	0	0	0	0	1.584962501	1.584962501	0	1.222392421	0	1	0	0.415037499	0	1	1	0.736965594	2	1	0	1.222392421	0	0	0	0	0	1	1	0.736965594
orf19.6189	10.40514146	10.2772874	10.5372184	10.41045135	10.5849625	10.43983088	10.45121111	10.49352192	10.77643303	10.2632692	10.15481811	10.42451624	9.896332404	9.955649908	10.57270023	10.17534162	9.99859043	9.424166289	9.882643049	9.788990155	10.52552081	10.4604559	10.49085088	10.49252086	10.19105921	10.58402294	10.45327063	10.41855541	10.70217269	9.6794801	9.903881846	10.16490693	10.20823436	10.2644426	10.33539035	10.27029533	9.808964175	9.871905238	9.505811554	9.737529037
orf19.6190	14.48915805	14.20066876	14.21295229	14.30720081	14.95660304	14.71789058	14.67275681	14.78788556	15.01310454	15.08422707	14.40998752	14.86582991	14.64363075	14.74309879	14.04131692	14.50760884	14.90133832	14.61712305	14.80654962	14.77978774	14.70584834	14.38916076	14.27982819	14.46981138	14.50903269	14.89249538	14.81968016	14.74974724	13.87305955	14.84382293	14.19113635	14.3607328	14.71075263	14.90548103	14.41712729	14.69156179	15.23054588	14.74913616	14.89519657	14.97262086
orf19.6191	5.700439718	5.523561956	6.087462841	5.790076931	5.906890596	6.06608919	6	5.992466327	6	7	6.820178962	6.667702932	7.339850003	7.189824559	7.46760555	7.336878437	8.199672345	7.857980995	8.092757141	8.057089192	6.06608919	6.022367813	6.754887502	6.321928095	5.906890596	6.339850003	6.087462841	6.122396631	7.199672345	7	6.930737338	7.048032696	7.348728154	7.294620749	7.06608919	7.241585986	8.326429487	7.721099189	7.930737338	8.014950342
orf19.6192	6.599912842	6.50779464	6.321928095	6.48112669	5.459431619	6.22881869	5.392317423	5.745954377	7.714245518	8.271463028	7.426264755	7.847579399	9.773139207	10.00140819	8.73470962	9.598672881	9.726218159	9.422064766	9.440869168	9.536571017	6.672425342	7.011227255	5.807354922	6.579944426	5.247927513	6.044394119	4.700439718	5.437405312	7.392317423	10.00982862	8.829722735	9.106781018	6.754887502	7.108524457	6.714245518	6.87036472	10.50779464	9.299208018	9.961449694	10.00515667
orf19.6193	10.89405985	10.38478375	10.69609817	10.67330908	10.76652891	10.72962074	10.76652891	10.7543308	11.30606169	11.6329952	11.36249181	11.44104214	11.70390357	11.84784036	11.4314976	11.67124619	11.27786855	11.16050175	11.30320995	11.2485206	10.91363743	10.71767642	10.71166697	10.78408951	10.28655776	10.65374078	10.36303963	10.44328893	10.41256985	11.46454575	10.96578428	11.01052811	10.75154406	10.99293834	10.6926155	10.81831588	11.82773965	11.48331195	11.30263892	11.55458885
orf19.6194	8.098032083	7.539158811	7.74819285	7.813781191	9.426264755	8.495855027	8.851749041	8.976325445	8.558420713	8.891783703	8.784634846	8.751544059	9.266786541	9.303780748	9.513727596	9.365593396	9.651051691	9.588714636	9.871905238	9.709083813	8.266786541	7.864186145	8.515699838	8.23999624	8.46760555	8.233619677	8.751544059	8.499845887	9.64385619	9.388017285	9.424166289	9.48984796	8.689997971	8.997179481	9.294620749	9.014950341	9.751544059	9.469641817	9.618385502	9.617773543
orf19.6195	10.95492329	10.72962074	11.0986901	10.93565618	10.2911707	10.38046107	10.46658634	10.38118241	11.1376316	11.19229281	10.95564991	11.0986901	11.6411486	11.71639079	11.29806257	11.56303734	10.75739001	10.72280753	11.03066714	10.84365939	10.72877085	11.03686045	10.57080444	10.79197682	9.787902559	10.24436384	9.948367232	10.00609227	10.78381676	11.59991284	10.98584194	11.16637234	9.461479447	9.831307244	9.531381461	9.617161323	11.31174832	10.72024426	11.20273604	11.1002243
orf19.6196	6.988684687	6.189824559	6.768184325	6.686500527	7.383704292	6.584962501	7.108524457	7.062495926	5.882643049	7.159871337	6.672425342	6.662965012	9.894817763	9.900866808	10.00281502	9.933690655	10.31628153	10.11504365	10.13185696	10.19064778	7.339850003	6.768184325	7.426264755	7.206200388	9.310612782	8.820178962	9.388017285	9.193935975	9.095397023	10.28308835	9.533329732	9.722238308	9.154818109	8.912889336	9.124121312	9.067882472	11.77066389	11.72238064	10.97799537	11.5330052
orf19.6197	9.245552706	8.787902559	9.098032083	9.056186097	9.13442632	8.897845456	9.076815597	9.039832955	8.918863237	10.24911345	9.864186145	9.777529305	9.86727874	10.06743436	8.864186145	9.687084024	9.517669388	9.672425342	9.95419631	9.726218159	8.588714636	8.519636253	8.479780264	8.53008115	8.139551352	8.854868383	8.447083226	8.510434522	7.614709844	10.05392588	8.927777962	9.184875343	9.027905997	9.885696373	9.840777924	9.63481105	10.53040634	9.672425342	10.32642949	10.22037833
orf19.6198.1	9.505811554	9.044394119	9.461479447	9.351675438	9.550746785	9.301496195	9.417852515	9.426963566	9.479780264	8.882643049	9.405141463	9.279223644	9.562242424	9.562242424	10.77478706	10.08746284	9.211888295	9.392317423	9.46760555	9.36121274	9.033423002	9.194756854	10.07547915	9.511093739	9.324180547	9.48984796	9.54689446	9.456696651	10.58308277	9.057991723	10.63843591	10.25305956	9.164906927	9.469641817	10.40832974	9.782452251	9.052568051	9.842350343	9.22881869	9.415741768
orf19.6199	9.154818109	8.980139578	9.131856961	9.090994532	8.965784285	9.044394119	9.243173983	9.089229768	9.826548487	9.548821908	9.411510988	9.606096714	10.68999797	10.70476824	10.71596199	10.70361524	9.584962501	9.791162889	9.779719355	9.721668861	9.353146825	9.25502857	9.645658432	9.427662038	9.087462841	9.487840034	9.379378367	9.327926836	10.07815081	10.29462075	10.03479896	10.14040376	9.036173613	9.103287808	8.909893084	9.018663844	10.13314221	10.37068741	10.13185696	10.21634169
